,bill,person,vote
58322,hr1423-116,F000466,0
58323,hr1423-116,F000459,0
58324,hr1423-116,F000468,1
58325,hr1423-116,F000461,0
58326,hr1423-116,F000449,0
58327,hr1423-116,F000454,1
58328,hr1423-116,F000450,0
58329,hr1423-116,F000462,1
58330,hr1423-116,F000455,1
58331,hr1423-116,F000469,0
58332,hr1423-116,G000571,1
58333,hr1423-116,G000578,1
58334,hr1423-116,G000579,0
58335,hr1423-116,G000574,1
58336,hr1423-116,G000559,1
58337,hr1423-116,G000586,1
58338,hr1423-116,G000587,1
58339,hr1423-116,G000584,0
58340,hr1423-116,G000563,0
58341,hr1423-116,G000552,0
58342,hr1423-116,G000592,1
58343,hr1423-116,G000585,1
58344,hr1423-116,G000588,0
58345,hr1423-116,G000581,1
58346,hr1423-116,G000589,0
58347,hr1423-116,G000565,0
58348,hr1423-116,G000583,1
58349,hr1423-116,G000377,0
58350,hr1423-116,G000560,0
58351,hr1423-116,G000577,0
58352,hr1423-116,G000546,0
58353,hr1423-116,G000590,0
58354,hr1423-116,G000553,1
58355,hr1423-116,G000568,0
58356,hr1423-116,G000551,1
58357,hr1423-116,G000576,0
58358,hr1423-116,G000591,0
58359,hr1423-116,G000558,0
58360,hr1423-116,H001080,1
58361,hr1423-116,H001088,0
58362,hr1423-116,H001090,1
58363,hr1423-116,H001052,0
58364,hr1423-116,H001053,0
58365,hr1423-116,H000324,1
58366,hr1423-116,H001081,1
58367,hr1423-116,H001064,1
58368,hr1423-116,H001082,0
58369,hr1423-116,H001056,0
58370,hr1423-116,H001071,0
58371,hr1423-116,H001077,0
58372,hr1423-116,H001038,1
58373,hr1423-116,H001072,0
58374,hr1423-116,H001087,1
58375,hr1423-116,H001047,1
58376,hr1423-116,H001065,0
58377,hr1423-116,H001074,0
58378,hr1423-116,H001083,1
58379,hr1423-116,H001066,1
58380,hr1423-116,H001085,1
58381,hr1423-116,H000874,1
58382,hr1423-116,H001067,0
58383,hr1423-116,H001068,0
58384,hr1423-116,H001058,0
58385,hr1423-116,H001048,0
58386,hr1423-116,H001073,0
58387,hr1423-116,J000032,0
58388,hr1423-116,J000298,1
58389,hr1423-116,J000294,1
58390,hr1423-116,J000288,1
58391,hr1423-116,J000299,0
58392,hr1423-116,J000292,0
58393,hr1423-116,J000301,0
58394,hr1423-116,J000126,1
58395,hr1423-116,J000289,0
58396,hr1423-116,J000295,0
58397,hr1423-116,J000302,0
58398,hr1423-116,K000009,1
58399,hr1423-116,K000386,0
58400,hr1423-116,K000375,1
58401,hr1423-116,K000395,0
58402,hr1423-116,K000385,1
58403,hr1423-116,K000388,0
58404,hr1423-116,K000376,0
58405,hr1423-116,K000379,1
58406,hr1423-116,K000389,1
58407,hr1423-116,K000380,1
58408,hr1423-116,K000381,1
58409,hr1423-116,K000394,1
58410,hr1423-116,K000188,1
58411,hr1423-116,K000362,0
58412,hr1423-116,K000210,0
58413,hr1423-116,K000378,0
58414,hr1423-116,K000368,1
58415,hr1423-116,K000391,1
58416,hr1423-116,K000382,1
58417,hr1423-116,K000392,0
58418,hr1423-116,L000585,0
58419,hr1423-116,L000578,0
58420,hr1423-116,L000588,1
58421,hr1423-116,L000564,0
58422,hr1423-116,L000559,1
58423,hr1423-116,L000560,1
58424,hr1423-116,L000557,1
58425,hr1423-116,L000566,0
58426,hr1423-116,L000581,1
58427,hr1423-116,L000586,1
58428,hr1423-116,L000551,1
58429,hr1423-116,L000590,1
58430,hr1423-116,L000589,0
58431,hr1423-116,L000593,1
58432,hr1423-116,L000592,1
58433,hr1423-116,L000287,1
58434,hr1423-116,L000582,1
58435,hr1423-116,L000563,1
58436,hr1423-116,L000565,1
58437,hr1423-116,L000397,1
58438,hr1423-116,L000576,0
58439,hr1423-116,L000583,0
58440,hr1423-116,L000579,1
58441,hr1423-116,L000480,1
58442,hr1423-116,L000491,0
58443,hr1423-116,L000569,0
58444,hr1423-116,L000570,1
58445,hr1423-116,L000591,1
58446,hr1423-116,L000562,1
58447,hr1423-116,M001203,1
58448,hr1423-116,M000087,1
58449,hr1423-116,M001185,1
58450,hr1423-116,M001158,0
58451,hr1423-116,M001198,0
58452,hr1423-116,M001184,0
58453,hr1423-116,M001199,0
58454,hr1423-116,M001163,1
58455,hr1423-116,M001209,1
58456,hr1423-116,M001208,1
58457,hr1423-116,M001165,0
58458,hr1423-116,M001157,0
58459,hr1423-116,M001177,0
58460,hr1423-116,M001143,1
58461,hr1423-116,M001200,0
58462,hr1423-116,M000312,1
58463,hr1423-116,M001156,0
58464,hr1423-116,M001180,0
58465,hr1423-116,M001166,1
58466,hr1423-116,M001187,0
58467,hr1423-116,M001137,1
58468,hr1423-116,M001188,1
58469,hr1423-116,M001204,0
58470,hr1423-116,M001205,0
58471,hr1423-116,M001201,0
58472,hr1423-116,M001194,0
58473,hr1423-116,M001195,0
58474,hr1423-116,M001160,1
58475,hr1423-116,M001206,1
58476,hr1423-116,M001196,1
58477,hr1423-116,M001207,1
58478,hr1423-116,M001190,0
58479,hr1423-116,M001202,1
58480,hr1423-116,M001210,0
58481,hr1423-116,N000002,1
58482,hr1423-116,N000179,1
58483,hr1423-116,N000015,1
58484,hr1423-116,N000191,1
58485,hr1423-116,N000189,0
58486,hr1423-116,N000188,1
58487,hr1423-116,N000190,0
58488,hr1423-116,N000181,0
58489,hr1423-116,O000171,1
58490,hr1423-116,O000172,1
58491,hr1423-116,O000168,0
58492,hr1423-116,O000173,1
58493,hr1423-116,P000601,0
58494,hr1423-116,P000034,1
58495,hr1423-116,P000609,0
58496,hr1423-116,P000613,1
58497,hr1423-116,P000614,1
58498,hr1423-116,P000096,1
58499,hr1423-116,P000604,1
58500,hr1423-116,P000615,0
58501,hr1423-116,P000593,1
58502,hr1423-116,P000605,0
58503,hr1423-116,P000608,1
58504,hr1423-116,P000258,0
58505,hr1423-116,P000616,1
58506,hr1423-116,P000597,1
58507,hr1423-116,P000607,1
58508,hr1423-116,P000618,1
58509,hr1423-116,P000599,0
58510,hr1423-116,P000617,1
58511,hr1423-116,P000523,1
58512,hr1423-116,Q000023,1
58513,hr1423-116,R000606,1
58514,hr1423-116,R000601,0
58515,hr1423-116,R000585,0
58516,hr1423-116,R000610,0
58517,hr1423-116,R000602,1
58518,hr1423-116,R000597,0
58519,hr1423-116,R000588,1
58520,hr1423-116,R000611,0
58521,hr1423-116,R000591,0
58522,hr1423-116,M001159,0
58523,hr1423-116,R000582,0
58524,hr1423-116,R000575,0
58525,hr1423-116,R000395,0
58526,hr1423-116,R000607,0
58527,hr1423-116,R000613,1
58528,hr1423-116,R000612,0
58529,hr1423-116,R000616,1
58530,hr1423-116,R000603,0
58531,hr1423-116,R000614,0
58532,hr1423-116,R000486,1
58533,hr1423-116,R000599,1
58534,hr1423-116,R000576,1
58535,hr1423-116,R000515,1
58536,hr1423-116,R000609,0
58537,hr1423-116,R000577,1
58538,hr1423-116,S001156,1
58539,hr1423-116,S001168,1
58540,hr1423-116,S001176,0
58541,hr1423-116,S001205,1
58542,hr1423-116,S001145,1
58543,hr1423-116,S001150,1
58544,hr1423-116,S001190,1
58545,hr1423-116,S001180,1
58546,hr1423-116,S001216,1
58547,hr1423-116,S001183,0
58548,hr1423-116,S000185,1
58549,hr1423-116,S001189,0
58550,hr1423-116,S001157,1
58551,hr1423-116,S000244,0
58552,hr1423-116,S000248,1
58553,hr1423-116,S001185,1
58554,hr1423-116,S001206,1
58555,hr1423-116,S000344,1
58556,hr1423-116,S001207,1
58557,hr1423-116,S000364,0
58558,hr1423-116,S001148,0
58559,hr1423-116,S001165,1
58560,hr1423-116,S001208,1
58561,hr1423-116,S001195,0
58562,hr1423-116,S001172,0
58563,hr1423-116,S000522,1
58564,hr1423-116,S000510,1
58565,hr1423-116,S001199,0
58566,hr1423-116,S001200,1
58567,hr1423-116,S001209,1
58568,hr1423-116,S001210,0
58569,hr1423-116,S001175,1
58570,hr1423-116,S001211,1
58571,hr1423-116,S001212,0
58572,hr1423-116,S001196,0
58573,hr1423-116,S001213,0
58574,hr1423-116,S001214,0
58575,hr1423-116,S001215,1
58576,hr1423-116,S001192,0
58577,hr1423-116,S001187,0
58578,hr1423-116,S001201,1
58579,hr1423-116,S001193,1
58580,hr1423-116,T000472,1
58581,hr1423-116,T000479,0
58582,hr1423-116,T000460,1
58583,hr1423-116,T000193,0
58584,hr1423-116,T000467,0
58585,hr1423-116,T000238,0
58586,hr1423-116,T000480,0
58587,hr1423-116,T000470,0
58588,hr1423-116,T000468,1
58589,hr1423-116,T000481,1
58590,hr1423-116,T000469,1
58591,hr1423-116,T000474,1
58592,hr1423-116,T000484,1
58593,hr1423-116,T000482,1
58594,hr1423-116,T000483,1
58595,hr1423-116,T000463,0
58596,hr1423-116,U000040,1
58597,hr1423-116,U000031,0
58598,hr1423-116,V000133,1
58599,hr1423-116,V000130,1
58600,hr1423-116,V000131,1
58601,hr1423-116,V000132,1
58602,hr1423-116,V000081,1
58603,hr1423-116,V000108,1
58604,hr1423-116,W000812,0
58605,hr1423-116,W000798,0
58606,hr1423-116,W000791,0
58607,hr1423-116,W000819,0
58608,hr1423-116,W000813,0
58609,hr1423-116,W000823,0
58610,hr1423-116,W000797,1
58611,hr1423-116,W000187,1
58612,hr1423-116,W000824,0
58613,hr1423-116,W000822,1
58614,hr1423-116,W000814,0
58615,hr1423-116,W000806,0
58616,hr1423-116,W000800,1
58617,hr1423-116,W000815,0
58618,hr1423-116,W000821,0
58619,hr1423-116,W000825,1
58620,hr1423-116,W000826,1
58621,hr1423-116,W000816,0
58622,hr1423-116,W000808,1
58623,hr1423-116,W000795,0
58624,hr1423-116,W000804,0
58625,hr1423-116,W000809,0
58626,hr1423-116,W000810,0
58627,hr1423-116,W000827,0
58628,hr1423-116,Y000062,1
58629,hr1423-116,Y000065,0
58630,hr1423-116,Y000033,0
58631,hr1423-116,Z000017,0
58632,hr1423-116,P000197,0
58633,sjres54-116,A000374,0
58634,sjres54-116,A000370,1
58635,sjres54-116,A000055,0
58636,sjres54-116,A000371,1
58637,sjres54-116,A000372,0
58638,sjres54-116,A000376,1
58639,sjres54-116,A000367,1
58640,sjres54-116,A000369,0
58641,sjres54-116,A000377,0
58642,sjres54-116,A000375,0
58643,sjres54-116,A000378,1
58644,sjres54-116,B001291,0
58645,sjres54-116,B001298,0
58646,sjres54-116,B001307,0
58647,sjres54-116,B001306,0
58648,sjres54-116,B001299,0
58649,sjres54-116,B001282,0
58650,sjres54-116,B001300,1
58651,sjres54-116,B001270,1
58652,sjres54-116,B001281,0
58653,sjres54-116,B001287,1
58654,sjres54-116,B001301,0
58655,sjres54-116,B001292,1
58656,sjres54-116,B001302,0
58657,sjres54-116,B001257,0
58658,sjres54-116,B000490,1
58659,sjres54-116,B001311,0
58660,sjres54-116,B001250,0
58661,sjres54-116,B000574,1
58662,sjres54-116,B001303,1
58663,sjres54-116,B001278,1
58664,sjres54-116,B001295,0
58665,sjres54-116,B001296,1
58666,sjres54-116,B000755,0
58667,sjres54-116,B001308,1
58668,sjres54-116,B001274,0
58669,sjres54-116,B001284,0
58670,sjres54-116,B001304,1
58671,sjres54-116,B001285,1
58672,sjres54-116,B001260,0
58673,sjres54-116,B001297,0
58674,sjres54-116,B001275,0
58675,sjres54-116,B001305,0
58676,sjres54-116,B001309,0
58677,sjres54-116,B001248,0
58678,sjres54-116,B001286,1
58679,sjres54-116,B001251,1
58680,sjres54-116,B001289,0
58681,sjres54-116,C000059,0
58682,sjres54-116,C001112,1
58683,sjres54-116,C001097,1
58684,sjres54-116,C001072,1
58685,sjres54-116,C001103,0
58686,sjres54-116,C001051,0
58687,sjres54-116,C001090,1
58688,sjres54-116,C001055,1
58689,sjres54-116,C001117,1
58690,sjres54-116,C001066,1
58691,sjres54-116,C001091,1
58692,sjres54-116,C000266,0
58693,sjres54-116,C001109,0
58694,sjres54-116,C001080,1
58695,sjres54-116,C001084,1
58696,sjres54-116,C001123,1
58697,sjres54-116,C001101,1
58698,sjres54-116,C001067,1
58699,sjres54-116,C001049,1
58700,sjres54-116,C001061,1
58701,sjres54-116,C001118,0
58702,sjres54-116,C001115,0
58703,sjres54-116,C000537,0
58704,sjres54-116,C001068,1
58705,sjres54-116,C001053,0
58706,sjres54-116,C001093,0
58707,sjres54-116,C001092,0
58708,sjres54-116,C001108,0
58709,sjres54-116,C001062,0
58710,sjres54-116,C001078,1
58711,sjres54-116,C001094,0
58712,sjres54-116,C000754,1
58713,sjres54-116,C001110,1
58714,sjres54-116,C001059,1
58715,sjres54-116,C001069,1
58716,sjres54-116,C001124,1
58717,sjres54-116,C001119,1
58718,sjres54-116,C001087,0
58719,sjres54-116,C001120,0
58720,sjres54-116,C001111,1
58721,sjres54-116,C001121,1
58722,sjres54-116,C001063,1
58723,sjres54-116,C000984,0
58724,sjres54-116,C001122,1
58725,sjres54-116,C001114,0
58726,sjres54-116,D000629,1
58727,sjres54-116,D000626,0
58728,sjres54-116,D000598,1
58729,sjres54-116,D000096,1
58730,sjres54-116,D000619,0
58731,sjres54-116,D000631,1
58732,sjres54-116,D000191,1
58733,sjres54-116,D000197,1
58734,sjres54-116,D000216,1
58735,sjres54-116,D000617,1
58736,sjres54-116,D000630,1
58737,sjres54-116,D000627,1
58738,sjres54-116,D000623,1
58739,sjres54-116,D000616,0
58740,sjres54-116,D000610,1
58741,sjres54-116,D000600,0
58742,sjres54-116,D000624,1
58743,sjres54-116,D000399,1
58744,sjres54-116,D000482,1
58745,sjres54-116,D000615,0
58746,sjres54-116,D000628,0
58747,sjres54-116,E000294,0
58748,sjres54-116,E000179,1
58749,sjres54-116,E000299,0
58750,sjres54-116,E000215,1
58751,sjres54-116,E000297,1
58752,sjres54-116,E000298,0
58753,sjres54-116,E000296,1
58754,sjres54-116,F000465,0
58755,sjres54-116,F000467,1
58756,sjres54-116,F000466,1
58757,sjres54-116,F000459,0
58758,sjres54-116,F000468,1
58759,sjres54-116,F000461,0
58760,sjres54-116,F000449,0
58761,sjres54-116,F000454,1
58762,sjres54-116,F000450,0
58763,sjres54-116,F000462,1
58764,sjres54-116,F000455,1
58765,sjres54-116,F000469,0
58766,sjres54-116,G000571,0
58767,sjres54-116,G000578,0
58768,sjres54-116,G000579,0
58769,sjres54-116,G000574,1
58770,sjres54-116,G000559,1
58771,sjres54-116,G000586,1
58772,sjres54-116,G000587,1
58773,sjres54-116,G000584,0
58774,sjres54-116,G000563,0
58775,sjres54-116,G000552,0
58776,sjres54-116,G000592,1
58777,sjres54-116,G000585,1
58778,sjres54-116,G000588,0
58779,sjres54-116,G000581,1
58780,sjres54-116,G000589,0
58781,sjres54-116,G000565,0
58782,sjres54-116,G000583,1
58783,sjres54-116,G000377,0
58784,sjres54-116,G000560,0
58785,sjres54-116,G000577,0
58786,sjres54-116,G000546,0
58787,sjres54-116,G000590,0
58788,sjres54-116,G000553,1
58789,sjres54-116,G000568,0
58790,sjres54-116,G000551,1
58791,sjres54-116,G000576,0
58792,sjres54-116,G000591,0
58793,sjres54-116,G000558,0
58794,sjres54-116,H001080,1
58795,sjres54-116,H001088,0
58796,sjres54-116,H001090,1
58797,sjres54-116,H001052,0
58798,sjres54-116,H001053,0
58799,sjres54-116,H000324,1
58800,sjres54-116,H001081,1
58801,sjres54-116,H001064,1
58802,sjres54-116,H001082,0
58803,sjres54-116,H001056,1
58804,sjres54-116,H001071,0
58805,sjres54-116,H001077,0
58806,sjres54-116,H001038,1
58807,sjres54-116,H001072,0
58808,sjres54-116,H001087,0
58809,sjres54-116,H001047,1
58810,sjres54-116,H001065,0
58811,sjres54-116,H001074,0
58812,sjres54-116,H001083,1
58813,sjres54-116,H001066,1
58814,sjres54-116,H001085,1
58815,sjres54-116,H000874,1
58816,sjres54-116,H001067,0
58817,sjres54-116,H001068,1
58818,sjres54-116,H001058,0
58819,sjres54-116,H001048,0
58820,sjres54-116,H001073,0
58821,sjres54-116,J000032,1
58822,sjres54-116,J000298,1
58823,sjres54-116,J000294,1
58824,sjres54-116,J000288,1
58825,sjres54-116,J000299,0
58826,sjres54-116,J000292,0
58827,sjres54-116,J000301,1
58828,sjres54-116,J000126,1
58829,sjres54-116,J000289,0
58830,sjres54-116,J000295,0
58831,sjres54-116,J000302,0
58832,sjres54-116,K000009,1
58833,sjres54-116,K000386,1
58834,sjres54-116,K000375,1
58835,sjres54-116,K000395,0
58836,sjres54-116,K000385,1
58837,sjres54-116,K000388,0
58838,sjres54-116,K000376,0
58839,sjres54-116,K000379,1
58840,sjres54-116,K000389,1
58841,sjres54-116,K000380,1
58842,sjres54-116,K000381,1
58843,sjres54-116,K000394,1
58844,sjres54-116,K000188,0
58845,sjres54-116,K000362,0
58846,sjres54-116,K000210,0
58847,sjres54-116,K000378,0
58848,sjres54-116,K000368,1
58849,sjres54-116,K000391,1
58850,sjres54-116,K000382,0
58851,sjres54-116,K000392,0
58852,sjres54-116,L000585,0
58853,sjres54-116,L000578,0
58854,sjres54-116,L000588,1
58855,sjres54-116,L000564,0
58856,sjres54-116,L000559,1
58857,sjres54-116,L000560,1
58858,sjres54-116,L000557,1
58859,sjres54-116,L000566,0
58860,sjres54-116,L000581,0
58861,sjres54-116,L000586,1
58862,sjres54-116,L000551,1
58863,sjres54-116,L000590,1
58864,sjres54-116,L000589,0
58865,sjres54-116,L000593,1
58866,sjres54-116,L000592,1
58867,sjres54-116,L000287,1
58868,sjres54-116,L000582,1
58869,sjres54-116,L000563,1
58870,sjres54-116,L000565,1
58871,sjres54-116,L000397,1
58872,sjres54-116,L000576,0
58873,sjres54-116,L000583,0
58874,sjres54-116,L000579,1
58875,sjres54-116,L000480,1
58876,sjres54-116,L000491,0
58877,sjres54-116,L000569,0
58878,sjres54-116,L000570,1
58879,sjres54-116,L000591,1
58880,sjres54-116,L000562,1
58881,sjres54-116,M001203,1
58882,sjres54-116,M000087,1
58883,sjres54-116,M001185,1
58884,sjres54-116,M001158,0
58885,sjres54-116,M001198,0
58886,sjres54-116,M001184,1
58887,sjres54-116,M001199,0
58888,sjres54-116,M001163,1
58889,sjres54-116,M001209,1
58890,sjres54-116,M001208,1
58891,sjres54-116,M001165,0
58892,sjres54-116,M001157,0
58893,sjres54-116,M001177,0
58894,sjres54-116,M001143,1
58895,sjres54-116,M001200,0
58896,sjres54-116,M000312,1
58897,sjres54-116,M001156,0
58898,sjres54-116,M001180,0
58899,sjres54-116,M001166,1
58900,sjres54-116,M001187,0
58901,sjres54-116,M001137,1
58902,sjres54-116,M001188,1
58903,sjres54-116,M001204,0
58904,sjres54-116,M001205,0
58905,sjres54-116,M001201,0
58906,sjres54-116,M001194,0
58907,sjres54-116,M001195,0
58908,sjres54-116,M001160,1
58909,sjres54-116,M001206,1
58910,sjres54-116,M001196,1
58911,sjres54-116,M001207,1
58912,sjres54-116,M001190,0
58913,sjres54-116,M001202,1
58914,sjres54-116,M001210,0
58915,sjres54-116,N000002,1
58916,sjres54-116,N000179,1
58917,sjres54-116,N000015,1
58918,sjres54-116,N000191,1
58919,sjres54-116,N000189,0
58920,sjres54-116,N000188,1
58921,sjres54-116,N000190,0
58922,sjres54-116,N000181,0
58923,sjres54-116,O000171,1
58924,sjres54-116,O000172,1
58925,sjres54-116,O000168,0
58926,sjres54-116,O000173,1
58927,sjres54-116,P000601,0
58928,sjres54-116,P000034,1
58929,sjres54-116,P000609,0
58930,sjres54-116,P000613,1
58931,sjres54-116,P000614,1
58932,sjres54-116,P000096,1
58933,sjres54-116,P000604,1
58934,sjres54-116,P000615,0
58935,sjres54-116,P000593,1
58936,sjres54-116,P000605,0
58937,sjres54-116,P000608,1
58938,sjres54-116,P000258,1
58939,sjres54-116,P000616,1
58940,sjres54-116,P000597,1
58941,sjres54-116,P000607,1
58942,sjres54-116,P000618,1
58943,sjres54-116,P000599,0
58944,sjres54-116,P000617,1
58945,sjres54-116,P000523,1
58946,sjres54-116,Q000023,1
58947,sjres54-116,R000606,1
58948,sjres54-116,R000601,0
58949,sjres54-116,R000585,0
58950,sjres54-116,R000610,0
58951,sjres54-116,R000602,1
58952,sjres54-116,R000597,0
58953,sjres54-116,R000588,1
58954,sjres54-116,R000611,0
58955,sjres54-116,R000591,0
58956,sjres54-116,M001159,1
58957,sjres54-116,R000582,0
58958,sjres54-116,R000575,0
58959,sjres54-116,R000395,0
58960,sjres54-116,R000607,1
58961,sjres54-116,R000613,1
58962,sjres54-116,R000612,0
58963,sjres54-116,R000616,1
58964,sjres54-116,R000603,0
58965,sjres54-116,R000614,0
58966,sjres54-116,R000486,1
58967,sjres54-116,R000599,1
58968,sjres54-116,R000576,1
58969,sjres54-116,R000515,1
58970,sjres54-116,R000609,0
58971,sjres54-116,R000577,1
58972,sjres54-116,S001156,1
58973,sjres54-116,S001168,1
58974,sjres54-116,S001176,0
58975,sjres54-116,S001205,1
58976,sjres54-116,S001145,1
58977,sjres54-116,S001150,1
58978,sjres54-116,S001190,1
58979,sjres54-116,S001180,1
58980,sjres54-116,S001216,1
58981,sjres54-116,S001183,0
58982,sjres54-116,S000185,1
58983,sjres54-116,S001189,0
58984,sjres54-116,S001157,1
58985,sjres54-116,S000244,1
58986,sjres54-116,S000248,1
58987,sjres54-116,S001185,1
58988,sjres54-116,S001206,1
58989,sjres54-116,S000344,1
58990,sjres54-116,S001207,1
58991,sjres54-116,S000364,0
58992,sjres54-116,S001148,0
58993,sjres54-116,S001165,1
58994,sjres54-116,S001208,1
58995,sjres54-116,S001195,0
58996,sjres54-116,S001172,0
58997,sjres54-116,S000522,0
58998,sjres54-116,S000510,1
58999,sjres54-116,S001199,0
59000,sjres54-116,S001200,1
59001,sjres54-116,S001209,1
59002,sjres54-116,S001210,0
59003,sjres54-116,S001175,1
59004,sjres54-116,S001211,1
59005,sjres54-116,S001212,0
59006,sjres54-116,S001196,1
59007,sjres54-116,S001213,0
59008,sjres54-116,S001214,0
59009,sjres54-116,S001215,1
59010,sjres54-116,S001192,0
59011,sjres54-116,S001187,0
59012,sjres54-116,S001201,1
59013,sjres54-116,S001193,1
59014,sjres54-116,T000472,1
59015,sjres54-116,T000479,0
59016,sjres54-116,T000460,1
59017,sjres54-116,T000193,1
59018,sjres54-116,T000467,0
59019,sjres54-116,T000238,0
59020,sjres54-116,T000480,0
59021,sjres54-116,T000470,0
59022,sjres54-116,T000468,1
59023,sjres54-116,T000481,1
59024,sjres54-116,T000469,1
59025,sjres54-116,T000474,1
59026,sjres54-116,T000484,1
59027,sjres54-116,T000482,1
59028,sjres54-116,T000483,1
59029,sjres54-116,T000463,0
59030,sjres54-116,U000040,1
59031,sjres54-116,U000031,1
59032,sjres54-116,V000133,1
59033,sjres54-116,V000130,1
59034,sjres54-116,V000131,1
59035,sjres54-116,V000132,1
59036,sjres54-116,V000081,1
59037,sjres54-116,V000108,1
59038,sjres54-116,W000812,0
59039,sjres54-116,W000798,0
59040,sjres54-116,W000791,1
59041,sjres54-116,W000819,0
59042,sjres54-116,W000813,0
59043,sjres54-116,W000823,0
59044,sjres54-116,W000797,1
59045,sjres54-116,W000187,1
59046,sjres54-116,W000824,0
59047,sjres54-116,W000822,1
59048,sjres54-116,W000814,0
59049,sjres54-116,W000806,0
59050,sjres54-116,W000800,1
59051,sjres54-116,W000815,0
59052,sjres54-116,W000821,0
59053,sjres54-116,W000825,1
59054,sjres54-116,W000826,1
59055,sjres54-116,W000816,0
59056,sjres54-116,W000808,1
59057,sjres54-116,W000795,0
59058,sjres54-116,W000804,0
59059,sjres54-116,W000809,0
59060,sjres54-116,W000810,0
59061,sjres54-116,W000827,0
59062,sjres54-116,Y000062,1
59063,sjres54-116,Y000065,0
59064,sjres54-116,Y000033,0
59065,sjres54-116,Z000017,0
59066,sjres54-116,P000197,0
59067,hjres77-116,A000374,0
59068,hjres77-116,A000370,1
59069,hjres77-116,A000055,1
59070,hjres77-116,A000371,1
59071,hjres77-116,A000372,0
59072,hjres77-116,A000376,1
59073,hjres77-116,A000367,0
59074,hjres77-116,A000369,1
59075,hjres77-116,A000377,1
59076,hjres77-116,A000375,1
59077,hjres77-116,A000378,1
59078,hjres77-116,B001291,0
59079,hjres77-116,B001298,1
59080,hjres77-116,B001307,0
59081,hjres77-116,B001306,1
59082,hjres77-116,B001299,1
59083,hjres77-116,B001282,1
59084,hjres77-116,B001300,1
59085,hjres77-116,B001270,1
59086,hjres77-116,B001281,1
59087,hjres77-116,B001287,1
59088,hjres77-116,B001301,0
59089,hjres77-116,B001292,1
59090,hjres77-116,B001302,0
59091,hjres77-116,B001257,1
59092,hjres77-116,B000490,1
59093,hjres77-116,B001311,0
59094,hjres77-116,B001250,1
59095,hjres77-116,B000574,1
59096,hjres77-116,B001303,1
59097,hjres77-116,B001278,1
59098,hjres77-116,B001295,1
59099,hjres77-116,B001296,1
59100,hjres77-116,B000755,1
59101,hjres77-116,B001308,1
59102,hjres77-116,B001274,0
59103,hjres77-116,B001284,1
59104,hjres77-116,B001304,1
59105,hjres77-116,B001285,1
59106,hjres77-116,B001260,1
59107,hjres77-116,B001297,1
59108,hjres77-116,B001275,1
59109,hjres77-116,B001305,0
59110,hjres77-116,B001309,0
59111,hjres77-116,B001248,0
59112,hjres77-116,B001286,1
59113,hjres77-116,B001251,1
59114,hjres77-116,B001289,0
59115,hjres77-116,C000059,1
59116,hjres77-116,C001112,1
59117,hjres77-116,C001097,1
59118,hjres77-116,C001072,1
59119,hjres77-116,C001103,1
59120,hjres77-116,C001051,0
59121,hjres77-116,C001090,1
59122,hjres77-116,C001055,1
59123,hjres77-116,C001117,1
59124,hjres77-116,C001066,1
59125,hjres77-116,C001091,1
59126,hjres77-116,C000266,1
59127,hjres77-116,C001109,1
59128,hjres77-116,C001080,1
59129,hjres77-116,C001084,1
59130,hjres77-116,C001123,1
59131,hjres77-116,C001101,1
59132,hjres77-116,C001067,1
59133,hjres77-116,C001049,1
59134,hjres77-116,C001061,1
59135,hjres77-116,C001118,1
59136,hjres77-116,C001115,1
59137,hjres77-116,C000537,1
59138,hjres77-116,C001068,1
59139,hjres77-116,C001053,1
59140,hjres77-116,C001093,1
59141,hjres77-116,C001108,0
59142,hjres77-116,C001062,1
59143,hjres77-116,C001078,1
59144,hjres77-116,C001094,1
59145,hjres77-116,C000754,1
59146,hjres77-116,C001110,1
59147,hjres77-116,C001059,1
59148,hjres77-116,C001069,1
59149,hjres77-116,C001124,1
59150,hjres77-116,C001119,1
59151,hjres77-116,C001087,1
59152,hjres77-116,C001120,1
59153,hjres77-116,C001111,1
59154,hjres77-116,C001121,1
59155,hjres77-116,C001063,1
59156,hjres77-116,C000984,0
59157,hjres77-116,C001122,1
59158,hjres77-116,C001114,1
59159,hjres77-116,D000629,1
59160,hjres77-116,D000626,0
59161,hjres77-116,D000598,1
59162,hjres77-116,D000096,1
59163,hjres77-116,D000619,1
59164,hjres77-116,D000631,1
59165,hjres77-116,D000191,1
59166,hjres77-116,D000197,1
59167,hjres77-116,D000216,1
59168,hjres77-116,D000617,1
59169,hjres77-116,D000630,1
59170,hjres77-116,D000627,1
59171,hjres77-116,D000623,1
59172,hjres77-116,D000616,0
59173,hjres77-116,D000610,1
59174,hjres77-116,D000600,1
59175,hjres77-116,D000624,1
59176,hjres77-116,D000399,1
59177,hjres77-116,D000482,1
59178,hjres77-116,D000615,0
59179,hjres77-116,D000628,0
59180,hjres77-116,E000294,1
59181,hjres77-116,E000179,1
59182,hjres77-116,E000299,1
59183,hjres77-116,E000215,1
59184,hjres77-116,E000297,1
59185,hjres77-116,E000298,0
59186,hjres77-116,E000296,1
59187,hjres77-116,F000465,1
59188,hjres77-116,F000467,1
59189,hjres77-116,F000466,1
59190,hjres77-116,F000459,0
59191,hjres77-116,F000468,1
59192,hjres77-116,F000461,1
59193,hjres77-116,F000449,1
59194,hjres77-116,F000454,1
